Account ID,Account Name,Account Code,Description,Account Type,Mileage Rate,Mileage Unit,IsMileage,Account # ,Account Status,Currency,Parent Account,CF.ACCT#,CF.Hierarchy,CF.PNL ORDER,CF.ENTITY
4476661000000010001,6904-Other IN,SRVTM-6904,Miscellaneous charges like adjustments made to the invoice can be recorded in this account.,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000032023,Lodging,6061,Any expense related to putting up at motels etc while on business travel can be entered here.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000358,1006-Undeposited Funds,SRVCH-1006,Record funds received by your company yet to be deposited in a bank as undeposited funds and group them as a current asset in your balance sheet.,Cash,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000000361,1010-Petty Cash,SRVCH-1010,It is a small amount of cash that is used to pay your minor or casual expenses rather than writing a check.,Cash,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000000364,1100-Accounts Receivable,1100,The money that customers owe you becomes the accounts receivable. A good example of this is a payment expected from an invoice sent to your customer.,Accounts Receivable,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000000370,1301-Advance Tax,SRVTM-1301,"Any tax which is paid in advance is recorded into the advance tax account. This advance tax payment could be a quarterly, half yearly or yearly payment.",Other Current Asset,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000000373,Accounts Payable,5000,"This is an account of all the money which you owe to others like a pending bill payment to a vendor,etc.",Accounts Payable,0.000,,false,,Active,USD,,,,,
4476661000000000376,Tax Payable,8010,The amount of money which you owe to your tax authority is recorded under the tax payable account. This amount is a sum of your outstanding in taxes and the tax charged on sales.,Other Current Liability,0.000,,false,,Active,USD,,,,,
4476661000000000379,Retained Earnings,9004,The earnings of your company which are not distributed among the share holders is accounted as retained earnings.,Equity,0.000,,false,,Active,USD,,,,,
4476661000000000382,Owner's Equity,5100,The owners rights to the assets of a company can be quantified in the owner''s equity account.,Equity,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001401092,Equity C.Contreras,5115,C.Contreras,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,001-SRVCH
4476661000001401096,Equity M.Contreras,5113,,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,001-SRVCH
4476661000001401100,Equity V.Bistrain,5114,,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,001-SRVCH
4476661000001505592,Founders EQuity - Cody,5110,,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,001-SRVCH
4476661000001505596,Founders Equity - Joel,5111,,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,
4476661000002572214,Equity R. Rice,5112,,Equity,0.000,,false,,Active,USD,Owner's Equity,,,,001-SRVCH
4476661000000000385,Opening Balance Offset,5002,This is an account where you can record the balance from your previous years earning or the amount set aside for some activities. It is like a buffer account for your funds.,Equity,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000000388,6198-Other Sales,SRVTM-6198,The income from the sales in your business is recorded under the sales account.,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000000391,6200-SRVTM Income,SRVTM-6200,A general category of account where you can record any income which cannot be recorded into any other category.,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000265265,Rents (IN),2017,,Income,0.000,,false,,Inactive,USD,6200-SRVTM Income,,,,
4476661000000005001,Unearned Revenue,8020,"A liability account that reports amounts received in advance of providing goods or services. When the goods or services are provided, this account balance is decreased and a revenue account is increased.",Other Current Liability,0.000,,false,,Active,USD,,,,,
4476661000000000397,6905-LateFee In,SRVTM-6905,Any late fee income is recorded into the late fee income account. The late fee is levied when the payment for an invoice is not received by the due date.,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000000400,Office Supplies,6021,All expenses on purchasing office supplies like stationery are recorded into the office supplies account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000403,Advertising And Marketing,6010,"Your expenses on promotional, marketing and advertising activities like banners, web-adds, trade shows, etc. are recorded in advertising and marketing account.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000406,6200-Discount Income*,SRVTM-6200,Any reduction on your selling price as a discount can be recorded into the discount account.,Income,0.000,,false,,Active,USD,,,,,
4476661000000000409,Bank Fees and Charges,6-6300,"Any bank fees levied is recorded into the bank fees and charges account. A bank account maintenance fee, transaction charges, a late payment fee are some examples.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000412,Credit Card Charges,6080,"Service fees for transactions , balance transfer fees, annual credit fees and other charges levied on a credit card are recorded into the credit card account.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000415,Exchange Gain or Loss,6800,Changing the conversion rate can result in a gain or a loss. You can record this into the exchange gain or loss account.,Other Expense,0.000,,false,,Active,USD,,,,,
4476661000000000418,Travel Expense,6060,"Expenses on business travels like hotel bookings, flight charges, etc. are recorded as travel expenses.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000421,Telephone Expense,6041,"The expenses on your telephone, mobile and fax usage are accounted as telephone expenses.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000427,IT and Internet Expenses,6040,"Money spent on your IT infrastructure and usage like  internet connection, purchasing computer equipment etc is recorded as an IT and Computer Expense.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000433,Janitorial Expense,6022,All your janitorial and cleaning expenses are recorded into the janitorial expenses account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000014001,6810-Shipping Charge,SRVS-6810,Shipping charges made to the invoice will be recorded in this account.,Income,0.000,,false,,Active,USD,,,,,004-SRVSHOP
4476661000000000436,Postage,6027,"Your expenses on ground mails, shipping and air mails can be recorded under the postage account.",Expense,0.000,,false,,Active,USD,,,,,
4476661000000000439,Bad Debt,6-6500,Any amount which is lost and is unrecoverable is recorded into the bad debt account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000003001,Opening Balance Adjustments,8001,This account will hold the difference in the debits and credits entered during the opening balance.,Other Current Liability,0.000,,false,,Active,USD,,,,,
4476661000000035001,1302-Employee Advance,SRVTM-1302,Money paid out to an employee in advance can be tracked here till it's repaid or shown to be spent for company purposes.,Other Current Asset,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000000442,Printing and Stationery,6026,Expenses incurred by the organization towards printing and stationery.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000445,Salaries and Employee Wages,6-6600,Salaries for your employees and the wages paid to workers are recorded under the salaries and wages account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000035005,Uncategorized,6099,This account can be used to temporarily track expenses that are yet to be identified and classified into a particular category,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000448,Meals and Entertainment,6025,Expenses on food and entertainment are recorded into this account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000451,Depreciation Expense,6098,Any depreciation in value of your assets can be captured as a depreciation expense.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000000457,Repairs and Maintenance,6023,The costs involved in maintenance and repair of assets is recorded under this account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000045001,Dimension Adjustments,8802,"This adjustment account tracks the transfers between different dimensions like tags, branches.",Other Liability,0.000,,false,,Active,USD,,,,,
4476661000000000460,Other Expenses,6090,Any minor expense on activities unrelated to primary business operations is recorded under the other expense account.,Expense,0.000,,false,,Active,USD,,,,,
4476661000001027482,Honduras Living Expenses,6090.H,,Expense,0.000,,false,,Active,USD,Other Expenses,,new,,
4476661000005189050,Bank Charges and Fees,8801,,Expense,0.000,,false,,Active,USD,Other Expenses,8801,new,,002-SRVTM
4476661000004656021,Zoho Payments Fees,8101.1,,Expense,0.000,,false,,Active,USD,Bank Charges and Fees,,,,
4476661000000034001,1200-Inventory Asset,SRVCH-1200,An account which tracks the value of goods in your inventory.,Stock,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000034003,Cost of Operations,4000,An expense account which tracks the value of the goods sold.,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084663,BMV COGS ($-Out),4302,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,Cost of Operations,,,,
4476661000000012001,Drawings,5200,The money withdrawn from a business by its owner can be tracked with this account.,Equity,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000072001,Purchase Discounts,6-6400,Tracks any reduction that your vendor offers on your purchases. Some vendors also provide them to encourage quick payment settlement.,Expense,0.000,,false,,Active,USD,,,,,
4476661000000079012,1300-Prepaid Expenses,SRVTM-1300,An asset account that reports amounts paid in advance while purchasing goods or services from a vendor.,Other Current Asset,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000082180,1009-SRVTM.Pro Savings,SRVCH-1009,,Bank,0.000,,false,0572,Active,USD,,,,,
4476661000000082186,1008-SRVTM.Pro,SRVCH-1008,,Bank,0.000,,false,2943,Active,USD,,,,,
4476661000000082392,CHASE CHK 1,1001,,Bank,0.000,,false,0522,Inactive,USD,,,,,
4476661000000082398,C. RICE-VELASQUEZ,1106,,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000082404,CHASE CHK 2,1010,,Bank,0.000,,false,2986,Inactive,USD,,,,,
4476661000000084511,Chase Ink *0534,1101,'--,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000084515,Chase Ink Joel *5811,1102,'--,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000084519,CapOne Sparks *2035,1103,Limit $5000.00,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000084523,Personal - Amazon Store Card,1104,Personal Store Card,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000084527,SRVTM - Amazon Amex *1009,1105,Business Account SRVTM,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000084531,6150-Square Income,SRVCH-6150,Square Sales,Income,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000084535,6114-Consulting,SRVTM-6114,Revenue from consulting services,Income,0.000,,false,,Active,USD,,6114,,,002-SRVTM
4476661000000084539,6111-Accounting,SRVTM-6111,Revenue from accounting services,Income,0.000,,false,,Active,USD,,6111,,,002-SRVTM
4476661000002102154,'-I. Accounting ($IN),84539,,Income,0.000,,false,,Inactive,USD,6111-Accounting,,,,
4476661000000084543,6112-Tax Preperations,SRVTM-6112,Revenue from tax services,Income,0.000,,false,,Active,USD,,6112,,,002-SRVTM
4476661000000084547,6140-DOC PREP,SRVTM-6140,Revenue from printing and document prepping services,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000002102254,6140-Documents,SRVTM-6140B,,Income,0.000,,false,,Active,USD,6140-DOC PREP,,,,002-SRVTM
4476661000000084559,6210-Cash Back,SRVTM-6210,Cash Back received (Non-Taxable),Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000084571,6210-Finance,SRVTM-6210,Revenue from payments,Income,0.000,,false,,Active,USD,,6210,,,002-SRVTM
4476661000000084603,Interest Earned,2039,'--,Income,0.000,,false,,Inactive,USD,6210-Finance,,,,
4476661000000084575,6211-PASSTHROUGH,SRVTM-6211,Includes Insurance Payments,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000002102315,'-I. Bill Pay ($IN),84575,,Income,0.000,,false,,Inactive,USD,6211-PASSTHROUGH,,,,
4476661000000084583,6180-La Fuente,SRVTM-6180,Money for La Fuente Cargo,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000002102463,'-III. La Fuente Cargos ($IN),84583,,Income,0.000,,false,,Inactive,USD,6180-La Fuente,,,,
4476661000000084591,6150-Commissions,SRVTM-6150,'--,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000084619,6130-STATE FILINGS,SRVTM-6130,State Filings,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000002102408,'-IV. Filings ($IN),84619,,Income,0.000,,false,,Inactive,USD,6130-STATE FILINGS,,,,
4476661000000084623,6197-Tips ($IN),SRVTM-6197,'--,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000084627,Accounting COS,4100,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084633,Account Fees COGS ($-Out),4101,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084639,Cost of Finance Sales,4200,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084657,Bill Pay COGS ($-Out),4301,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084669,INBIZSOS COGS ($-Out),4303,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084675,La Fuente COGS ($-Out),4304,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
4476661000000084681,Tax Prep COGS ($-Out),4400,'--,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,
